genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Ogmodontomys,poaphagus,3.5,3.0,12,0,NaN
Ogmodontomys,sawrockensis,4.900,1.800,2,0,NaN
Ogmodontomys,sp.,4.900,1.800,1,0,NaN
Oklahomalagus,whisenhunti,11.7,11.7,1,0,NaN
Oligobunis,floridanus,20.430,15.970,1,0,NaN
Oligobunis,sp.,25.4,22.6,3,0,NaN
Oligomyotis,casementi,33.3,33.3,1,0,NaN
Oligomyotis,sp.,29.3,29.2,1,0,NaN
Oligoryctes,altitalonidus,46.200,33.6,11,0,NaN
Oligoryctes,cameronensis,37.2,35.6,10,0,NaN
Oligoryctes,sp.,42.9,33.3,8,1,0.0041
Oligoscalops,galbreathi,35.5,29.2,4,0,NaN
Oligoscalops,sp.,35.9,33.3,8,0,NaN
Oligospermophilus,douglassi,36.4,33.4,5,0,NaN
Oligospermophilus,sp.,33.300,30.800,1,0,NaN
Oligotheriomys,magnus,33.7,33.5,3,0,NaN
Oligotheriomys,primus,33.6,33.5,1,0,NaN
Oligotheriomys,senrudi,20.430,15.970,2,0,NaN
Omomys,carteri,50.1,43.3,72,32,0.1494
Omomys,lloydi,50.300,40.400,3,0,NaN
Omomys,sp.,53.1,37.200,7,2,0.0150
Oncocherus,krishtalkai,58.0,57.9,3,0,NaN
Ondatra,annectens,1.6,0.012,23,0,NaN
Ondatra,idahoensis,3.0,0.4,40,15,0.0814
Ondatra,meadensis,4.0,2.7,6,0,NaN
Ondatra,minor,3.9,2.0,13,0,NaN
Ondatra,sp.,4.6,0.01346,18,0,NaN
Ondatra,zibethicus,0.9,0.000,49,1,0.0400
Onohippidium,galushai,8.5,8.5,1,0,NaN
Ontocetus,emmonsi,7.9,0.300,37,5,0.8706
Onychodectes,tisonensis,64.3,63.8,6,1,0.0312
Onychomys,bensoni,4.7,2.6,4,0,NaN
Onychomys,gidleyi,3.5,3.4,7,0,NaN
Onychomys,hollisteri,4.900,0.7,3,0,NaN
Onychomys,larabeei,8.3,8.2,2,0,NaN
Onychomys,leucogaster,0.4,0.01217,11,1,0.0934
Onychomys,martini,7.2,7.1,1,0,NaN
Onychomys,pedroensis,2.5,0.012,11,0,NaN
Onychomys,sp.,3.6,0.012,15,3,0.0370
Onychomys,torridus,1.800,0.000,5,1,0.0031
Onychonycteris,finneyi,55.800,50.300,1,0,NaN
Oodectes,herpestoides,47.6,46.4,4,0,NaN
Oodectes,jepseni,53.0,53.0,1,0,NaN
Oodectes,sp.,55.2,46.200,9,0,NaN
Oreamnos,americanus,1.800,0.01207,3,1,0.0625
Oreamnos,harringtoni,0.3,0.012,2,0,NaN
Oreamnos,sp.,0.126,0.012,3,0,NaN
Oregonomys,magnus,3.8,3.7,1,0,NaN
Oregonomys,pebblespringsensis,8.0,7.0,4,1,0.0156
Oregonomys,sargenti,9.7,1.800,2,1,0.0014
Orelladjidaumo,xylodes,33.900,33.300,1,0,NaN
Oreodontoides,oregonensis,25.9,23.2,9,2,0.3227
Oreodontoides,sp.,23.2,23.2,1,1,0.1667
Oreolagus,colteri,14.8,14.7,2,0,NaN
Oreolagus,nebrascensis,20.1,18.1,21,2,0.0380
Oreolagus,nevadensis,15.970,13.600,2,0,NaN
Oreolagus,sp.,24.1,14.7,4,1,0.3333
Oreolagus,wallacei,15.8,15.8,1,1,0.2500
Oreolagus,wilsoni,20.0,20.0,1,0,NaN
Oreonetes,anceps,37.0,36.7,3,0,NaN
Oreonetes,sp.,37.0,36.7,1,0,NaN
Oreotalpa,florissantensis,37.200,33.900,1,0,NaN
Orohippus,proteros,52.2,52.2,2,0,NaN
Orohippus,pumilus,50.1,46.4,32,20,0.1570
Orohippus,sp.,52.0,40.400,28,1,0.3333
Orohippus,sylvaticus,47.9,40.400,3,0,NaN
Oromeryx,plicatus,44.8,41.5,3,0,NaN
Oromeryx,sp.,46.200,37.2,2,0,NaN
Oropyctis,pediasius,31.7,31.1,1,0,NaN
Orthogeomys,propinetis,3.7,1.6,6,0,NaN
Orycterocetus,cornutidens,5.332,3.600,1,1,0.5000
Orycterocetus,crocodilinus,20.430,12.7,11,7,0.3564
Orycterocetus,quadratidens,5.332,3.600,1,1,0.5000
Orycterocetus,sp.,15.970,13.650,2,2,1.0000
Oryzomys,palustris,0.4,0.012,20,1,0.0169
Oryzomys,pliocaenicus,7.2,7.1,1,0,NaN
Oryzomys,sp.,4.7,0.7,2,0,NaN
Osbornoceros,osborni,11.5,4.900,3,0,NaN
Osbornoceros,sp.,9.3,9.2,1,0,NaN
Osbornodon,brachypus,20.7,15.970,2,0,NaN
Osbornodon,fricki,17.6,15.2,14,0,NaN
Osbornodon,iamonensis,19.6,18.5,4,0,NaN
Osbornodon,renjiei,33.6,31.9,2,0,NaN
Osbornodon,scitulus,19.8,18.6,3,0,NaN
Osbornodon,sesnoni,33.300,20.430,3,0,NaN
Osbornodon,wangi,24.8,24.7,1,0,NaN
Osmotherium,spelaeum,0.4,0.4,1,0,NaN
Otarocyon,cooki,30.800,24.9,6,2,0.0671
Otarocyon,macdonaldi,33.900,33.300,2,0,NaN
Ottoceros,peacevalleyensis,10.300,4.900,1,0,NaN
Ourayia,hopsoni,43.6,41.5,3,0,NaN
Ourayia,sp.,43.8,41.5,11,0,NaN
Ourayia,uintensis,44.8,41.5,7,1,0.1333
Ovibos,moschatus,1.800,0.000,12,6,0.8327
Ovibos,sp.,1.800,0.012,3,2,1.0000
Ovis,canadensis,0.4,0.000,41,4,0.0205
Ovis,dalli,0.126,0.012,1,0,NaN
Ovis,sp.,4.900,0.000,7,0,NaN
Oxetocyon,cuspidatus,31.3,31.1,4,0,NaN
Oxetocyon,sp.,33.0,32.3,2,0,NaN
Oxyacodon,agapetillus,64.8,63.3,5,3,0.1277
Oxyacodon,apiculatus,64.3,64.0,6,2,0.2500
Oxyacodon,archibaldi,64.9,64.9,1,0,NaN
Oxyacodon,ferronensis,64.5,64.3,6,2,0.0625
Oxyacodon,marshater,63.5,63.5,2,0,NaN
Oxyacodon,priscilla,64.7,64.0,5,3,0.1494
Oxyacodon,sp.,63.4,63.4,2,0,NaN
Oxyaena,forcipata,54.3,52.2,23,8,0.0262
Oxyaena,gulo,55.2,54.3,39,19,0.0302
Oxyaena,intermedia,55.8,53.3,29,14,0.0203
Oxyaena,lupina,53.1,52.2,7,0,NaN
Oxyaena,pardalis,55.800,50.300,2,0,NaN
Oxyaena,simpsoni,52.9,52.8,1,0,NaN
Oxyaena,sp.,55.1,52.6,35,8,0.0232
Oxyaenodon,dysodus,43.0,41.6,2,0,NaN
Oxyclaenus,assurgens,63.300,61.700,4,0,NaN
Oxyclaenus,corax,63.3,63.3,1,0,NaN
Oxyclaenus,cuspidatus,64.2,63.7,7,2,0.1400
Oxyclaenus,pugnax,63.5,62.3,4,0,NaN
Oxyclaenus,simplex,64.8,63.4,6,0,NaN
Oxyclaenus,sp.,64.3,63.8,4,2,0.0743
Oxyclaenus,subbituminus,64.9,64.9,1,0,NaN
Oxydactylus,benedentatus,18.7,18.6,1,0,NaN
Oxydactylus,lacota,22.4,21.9,2,1,0.0667
Oxydactylus,longipes,24.800,19.9,5,0,NaN
Oxydactylus,longirostris,24.800,18.3,2,0,NaN
Oxydactylus,lulli,30.800,20.430,1,0,NaN
Oxydactylus,sp.,23.1,19.1,11,0,NaN
Oxydactylus,wyomingensis,30.800,20.430,4,3,0.1908
Oxyprimus,erikseni,65.2,64.0,23,1,0.0183
Oxyprimus,galadrielae,65.3,64.8,4,1,0.0130
Oxyprimus,putorius,65.2,65.2,1,0,NaN
Oxyprimus,sp.,65.3,60.4,7,2,0.2132
Oxytomodon,perissum,62.1,62.1,1,0,NaN
Pachyaena,gigantea,55.1,54.2,6,3,0.0081
Pachyaena,gracilis,55.2,53.0,17,8,0.0236
Pachyaena,ossifraga,55.5,53.1,29,8,0.0171
Pachyaena,sp.,55.7,52.2,15,7,0.0490
Pachyarmatherium,leiseyi,2.3,1.5,11,0,NaN
Paciculus,montanus,26.300,15.970,4,2,0.1442
Paciculus,nebraskensis,26.300,23.8,6,0,NaN
Paciculus,sp.,30.8,22.1,8,1,0.1176
Paciculus,woodi,30.800,26.300,5,5,0.0550
Pacificotaria,hadromma,18.9,16.3,1,1,0.1000
Paenemarmota,barbouri,4.0,3.1,13,3,0.0233
Paenemarmota,mexicana,5.8,5.7,1,0,NaN
Paenemarmota,nevadensis,9.6,8.3,2,0,NaN
Paenemarmota,sawrockensis,7.4,4.5,6,0,NaN
Paenemarmota,sp.,5.7,3.1,4,0,NaN
Pagonomus,sp.,59.4,59.4,1,0,NaN
Pagophilus,groenlandica,2.588,0.000,5,3,0.7937
Palaeanodon,Ignavus,54.3,54.2,1,1,0.0172
Palaeanodon,ignavus,55.1,53.0,26,10,0.0146
Palaeanodon,nievelti,55.6,54.3,17,1,0.0345
Palaeanodon,parvulus,56.4,56.3,4,1,0.0006
Palaeanodon,sp.,55.2,52.1,17,6,0.0599
Palaearctonyx,meadi,48.4,48.4,1,0,NaN
Palaechthon,alticuspis,63.300,60.5,4,0,NaN
Palaechthon,torrejonius,63.300,61.700,2,0,NaN
Palaechthon,woodi,62.0,60.0,6,1,0.0500
Palaeictops,bicuspis,55.7,52.0,36,10,0.0181
Palaeictops,borealis,42.5,37.200,2,1,0.0101
Palaeictops,bridgeri,49.0,48.7,9,0,NaN
Palaeictops,multicuspis,52.8,46.200,8,0,NaN
Palaeictops,sp.,63.5,37.200,14,0,NaN
Palaeocastor,nebrascensis,33.300,23.2,5,1,0.2000
Palaeocastor,peninsulatus,30.800,26.300,8,0,NaN
Palaeocastor,sp.,28.1,21.6,47,4,0.0324
Palaeogale,dorothiae,30.800,26.2,7,5,0.0398
Palaeogale,minuta,24.8,19.9,3,1,0.0769
Palaeogale,sanguinarius,24.8,24.8,1,0,NaN
Palaeogale,sectoria,35.9,20.4,8,0,NaN
Palaeogale,sp.,37.200,21.4,8,1,0.0152
Palaeolagus,burkei,33.6,31.4,27,2,0.0645
Palaeolagus,haydeni,35.4,20.430,57,0,NaN
Palaeolagus,hemirhizis,34.7,33.4,14,1,0.2128
Palaeolagus,hypsodus,29.3,24.8,26,14,0.1125
Palaeolagus,intermedius,37.200,31.5,16,2,0.0645
Palaeolagus,philoi,29.3,23.5,28,18,0.1252
Palaeolagus,primus,37.200,33.900,1,0,NaN
Palaeolagus,sp.,37.0,22.0,26,4,0.3807
Palaeolagus,temnodon,37.200,34.8,34,2,0.0467
Palaeolama,mirifica,1.6,0.012,21,1,0.1333
Palaeolama,sp.,4.900,0.012,6,1,0.0005
Palaeonictis,occidentalis,55.8,54.0,26,6,0.0250
Palaeonictis,peloria,56.5,56.3,3,0,NaN
Palaeonictis,sp.,53.2,53.2,2,0,NaN
Palaeonictis,wingi,55.5,55.5,2,0,NaN
Palaeoryctes,cruoris,58.4,58.3,1,1,0.0740
Palaeoryctes,puercensis,63.300,61.700,3,0,NaN
Palaeoryctes,punctatus,60.4,50.300,10,2,0.0157
Palaeoryctes,sp.,63.3,54.9,11,1,0.0130
Palaeosinopa,aestuarium,55.800,50.300,1,0,NaN
Palaeosinopa,didelphoides,59.4,46.200,10,0,NaN
Palaeosinopa,dorri,58.2,58.2,1,0,NaN
Palaeosinopa,incerta,55.7,53.1,25,9,0.0222
Palaeosinopa,lutreola,55.3,52.4,15,1,0.0041
Palaeosinopa,nunavutensis,53.2,53.2,1,0,NaN
Palaeosinopa,sp.,59.6,53.6,30,10,0.0364
Palaeosinopa,veterrima,54.9,52.1,32,9,0.0346
Palaeosyops,fontinalis,49.6,49.5,37,17,0.3966
Palaeosyops,laevidens,49.5,46.4,4,0,NaN
Palaeosyops,laticeps,46.3,46.3,3,0,NaN
Palaeosyops,paludosus,49.5,46.4,8,0,NaN
Palaeosyops,robustus,48.4,46.3,6,0,NaN
Palaeosyops,sp.,50.300,40.400,5,0,NaN
Palenochtha,minor,63.300,60.5,6,0,NaN
Palenochtha,sp.,63.300,61.700,1,0,NaN
Palenochtha,weissae,63.300,61.700,1,0,NaN
Paleoparadoxia,sp.,13.650,11.608,6,0,NaN
Paleoparadoxia,tabatai,15.970,7.246,6,0,NaN
Paleotomus,carbonensis,61.7,61.6,3,0,NaN
Paleotomus,junior,63.300,60.4,2,0,NaN
Paleotomus,milleri,63.300,61.700,1,0,NaN
Paleotomus,radagasti,58.3,58.2,2,0,NaN
Paleotomus,senior,63.300,58.7,7,0,NaN
Paleotomus,sp.,58.4,58.3,1,1,0.0019
Pampatherium,mexicanum,0.126,0.012,3,0,NaN
Pampatherium,sp.,3.600,0.781,1,0,NaN
Pandemonium,dis,63.5,63.5,1,0,NaN
Panolax,sanctaefidei,15.970,12.6,2,0,NaN
Panthera,leo,0.9,0.000,20,1,0.0500
Panthera,onca,2.588,0.02516,33,2,0.1826
Panthera,sp.,0.4,0.4,1,0,NaN
Pantolambda,bathmodon,63.300,61.700,4,1,0.2222
Pantolambda,cavirictus,61.7,60.5,13,0,NaN
Pantolambda,intermedius,63.300,61.700,4,0,NaN
Pantolambda,sp.,63.300,61.700,2,0,NaN
Pantolestes,longicaudus,49.8,40.400,6,1,0.1111
Pantolestes,natans,46.200,33.900,3,0,NaN
Pantolestes,sp.,44.3,44.2,1,0,NaN
Pantomimus,leari,63.300,61.700,1,0,NaN
Pan,aedon,0.300,0.012,1,0,NaN
Pappogeomys,sp.,0.03359,0.02516,2,0,NaN
Parabalaenoptera,baulinensis,7.246,5.332,1,1,1.0000
Parablastomeryx,floridanus,20.430,15.970,1,0,NaN
Parablastomeryx,galushi,20.4,19.3,2,1,0.0169
Parablastomeryx,gregorii,11.6,11.6,2,0,NaN
Parablastomeryx,sp.,18.9,11.8,4,1,0.0353
Paracosoryx,alticornis,14.4,12.2,8,0,NaN
Paracosoryx,dawesensis,17.6,17.6,1,0,NaN
Paracosoryx,furlongi,11.9,11.7,4,0,NaN
Paracosoryx,loxocerus,13.7,13.7,2,0,NaN
Paracosoryx,nevadensis,17.2,13.8,3,0,NaN
Paracosoryx,sp.,17.6,13.7,8,0,NaN
Paracosoryx,wilsoni,18.4,13.600,9,0,NaN
Paracryptotis,gidleyi,3.9,3.7,4,0,NaN
Paracryptotis,rex,11.4,3.4,5,0,NaN
Paracryptotis,sp.,8.3,1.800,4,0,NaN
Paracynarctus,kelloggi,20.6,13.7,18,1,0.0085
Paracynarctus,sinclairi,16.5,13.600,5,0,NaN
Paradaphoenus,cuspigerus,25.6,25.5,2,0,NaN
Paradaphoenus,minimus,33.4,33.4,4,0,NaN
Paradaphoenus,sp.,20.430,15.970,1,0,NaN
Paradaphoenus,tooheyi,33.300,25.0,3,0,NaN
Paradjidaumo,alberti,40.400,33.900,2,0,NaN
Paradjidaumo,hansonorum,36.9,36.9,2,0,NaN
Paradjidaumo,hypsodus,33.900,33.300,1,0,NaN
Paradjidaumo,reynoldsi,39.8,39.7,1,1,0.4286
Paradjidaumo,sp.,42.9,31.4,18,2,0.1014
Paradjidaumo,spokanensis,33.900,33.300,1,1,0.0250
Paradjidaumo,trilophus,37.2,33.1,32,4,0.0792
Paradjidaumo,validus,33.900,33.300,2,0,NaN
Paradomnina,relictus,16.9,14.0,10,0,NaN
Paraenhydrocyon,josephi,28.6,22.7,12,0,NaN
Paraenhydrocyon,robustus,23.1,23.1,2,1,0.0556
Paraenhydrocyon,wallovianus,25.6,20.9,8,0,NaN
Parahippus,atavus,21.6,21.6,1,1,0.0638
Parahippus,cognatus,13.8,13.8,11,1,0.0025
Parahippus,leonensis,24.2,18.6,22,2,0.0968
Parahippus,maxsoni,30.800,20.430,1,0,NaN
Parahippus,nebrascensis,21.4,21.4,2,0,NaN
Parahippus,pawniensis,21.2,15.5,11,2,0.1414
Parahippus,pristinus,24.8,21.4,3,2,0.3333
Parahippus,sp.,26.300,13.600,7,0,NaN
Parahippus,tyleri,20.9,19.6,3,0,NaN
Parahippus,wyomingensis,22.2,21.5,1,0,NaN
Parahyus,sp.,46.200,40.400,1,0,NaN
Parahyus,vagus,46.200,40.400,1,0,NaN
Parailurus,sp.,3.4,3.3,1,0,NaN
Paralabis,cedrensis,31.6,31.5,2,0,NaN
Parallomys,americanus,26.300,23.9,3,0,NaN
Paralouatta,marianae,23.030,15.970,1,0,NaN
Paramiolabis,singularis,15.970,13.600,1,0,NaN
Paramiolabis,sp.,15.3,15.2,3,0,NaN
Paramiolabis,taylori,16.2,13.600,2,0,NaN
Paramiolabis,tenuis,18.1,13.600,7,0,NaN
Paramylodon,harlani,1.8,0.01217,62,3,0.0212
Paramylodon,sp.,3.5,0.012,14,2,0.0170
Paramys,adamus,56.800,55.800,1,1,0.0565
Paramys,atavus,56.800,55.1,3,1,0.0041
Paramys,compressidens,44.3,33.900,5,0,NaN
Paramys,copei,55.6,45.2,115,21,0.0284
Paramys,delicatior,50.1,43.5,11,5,0.0860
Paramys,delicatus,54.4,46.4,23,10,0.0592
Paramys,dispar,55.800,50.300,2,0,NaN
Paramys,excavatus,56.8,48.1,74,0,NaN
Paramys,hunti,53.2,53.2,1,0,NaN
Paramys,"large sp.",54.2,53.3,2,2,0.0140
Paramys,nini,52.9,52.8,1,0,NaN
Paramys,pycnus,55.2,54.7,2,0,NaN
Paramys,sp.,55.8,40.400,43,11,0.0339
Paramys,taurus,55.7,53.3,41,24,0.0248
Paramys,"v. large sp.",54.0,53.3,6,5,0.0122
Paranamatomys,storeri,37.200,33.900,1,0,NaN
Paranasua,biradica,11.5,11.5,1,0,NaN
Paranasua,sp.,11.7,4.900,2,0,NaN
Paranotolagus,complicatus,4.2,4.2,2,0,NaN
Paranotolagus,sp.,3.4,3.4,1,0,NaN
Parapaenemarmota,oregonensis,9.7,9.7,1,1,0.0057
Parapaenemarmota,pattersoni,5.8,5.7,2,0,NaN
Parapliohippus,carrizoensis,18.7,13.600,37,2,0.3537
Parapliohippus,sp.,18.7,16.9,1,0,NaN
Parapliosaccomys,oregonensis,9.7,9.4,3,3,0.0826
Parapliosaccomys,transversus,14.8,14.7,2,0,NaN
Parapontoporia,pacifica,7.246,5.332,1,1,0.1667
Parapontoporia,sternbergi,3.5,3.4,3,1,1.0000
Parapontoporia,wilsoni,11.608,7.246,1,1,1.0000
Parapotos,tedfordi,15.970,13.600,1,0,NaN
Parapternodus,antiquus,55.3,55.0,2,0,NaN
Parapternodus,sp.,55.6,55.6,1,0,NaN
Pararyctes,pattersoni,60.4,58.6,9,0,NaN
Pararyctes,rutherfordi,60.4,60.4,1,0,NaN
Pararyctes,sp.,63.5,54.9,9,0,NaN
Parascalops,breweri,0.9,0.012,9,0,NaN
Parascalops,sp.,7.3,0.8,2,0,NaN
Paratamias,tarassus,7.4,7.4,1,0,NaN
Parataxidea,sp.,15.970,13.600,1,0,NaN
Paratoceras,macadamsi,12.3,12.2,1,0,NaN
Paratoceras,sp.,18.8,18.8,1,0,NaN
Paratoceras,tedfordi,23.030,15.970,1,0,NaN
Paratoceras,wardi,19.7,13.600,2,0,NaN
Paratomarctus,euthos,12.3,11.6,26,2,0.0058
Paratomarctus,temerarius,18.7,12.7,43,1,0.0769
Paratylopus,labiatus,34.1,33.3,10,0,NaN
Paratylopus,primaevus,32.0,31.8,4,0,NaN
Paratylopus,sp.,25.6,25.5,2,0,NaN
Parectypodus,armstrongi,63.3,63.3,1,0,NaN
Parectypodus,clemensi,63.300,61.700,3,0,NaN
Parectypodus,corystes,63.300,61.700,1,0,NaN
Parectypodus,laytoni,59.6,55.800,5,1,0.0024
Parectypodus,lunatus,55.7,53.6,22,0,NaN
Parectypodus,simpsoni,54.8,54.0,9,1,0.0400
Parectypodus,sinclairi,62.3,59.3,7,0,NaN
Parectypodus,sloani,60.0,59.6,2,0,NaN
Parectypodus,sp.,63.5,53.1,13,1,0.0141
Parectypodus,sylviae,63.300,60.4,7,0,NaN
Parectypodus,trovessartianus,63.300,61.700,1,0,NaN
Parectypodus,vanvaleni,64.1,64.0,1,0,NaN
Pareumys,boskeyi,46.200,40.400,2,0,NaN
Pareumys,grangeri,45.5,42.8,21,1,0.1489
Pareumys,guensburgi,39.4,39.3,1,0,NaN
Pareumys,milleri,41.6,39.7,4,2,0.0476
Pareumys,sp.,43.8,37.0,23,3,0.0420
Pareumys,troxelli,43.0,43.0,1,0,NaN
Parictis,dakotensis,36.4,33.300,7,0,NaN
Parictis,gilpini,36.2,33.300,7,0,NaN
Parictis,major,35.5,35.5,1,0,NaN
Parictis,montanus,35.9,35.9,2,1,0.0714
Parictis,parvus,36.9,36.1,5,1,0.0191
Parictis,personi,36.4,35.1,1,0,NaN
Parictis,sp.,35.7,35.7,4,0,NaN
Parietobalaena,palmeri,15.970,13.650,7,7,0.5218
Parietobalaena,securis,15.970,13.650,1,0,NaN
Parietobalaena,sp.,20.430,11.608,2,0,NaN
Paromomys,depressidens,62.1,59.8,11,0,NaN
Paromomys,maturus,63.300,60.7,8,1,0.2857
Paromomys,sp.,61.7,59.8,3,0,NaN
Paronychomys,alticuspis,6.1,6.0,1,0,NaN
Paronychomys,lemredfieldi,6.9,1.800,3,0,NaN
Paronychomys,sp.,11.7,1.800,8,0,NaN
Paronychomys,tuttlei,6.9,6.8,1,0,NaN
Paroreodon,parvus,25.4,25.3,3,0,NaN
Paroreodon,sp.,25.6,25.5,1,0,NaN
Parvericius,montanus,26.300,13.8,31,2,0.0382
Parvericius,sp.,26.300,11.9,9,2,0.0451
Parvericius,voorhiesi,23.9,23.9,2,0,NaN
Parvitragulus,priscus,36.6,36.6,5,0,NaN
Parvitragulus,sp.,37.0,36.3,2,0,NaN
Patriofelis,ferox,49.3,40.400,7,0,NaN
Patriofelis,sp.,49.3,49.2,4,0,NaN
Patriofelis,ulta,48.4,46.4,7,3,0.0707
Patriolestes,novaceki,45.5,43.7,46,25,0.5688
Patriomanis,americanus,35.7,35.7,3,0,NaN
Pauromys,exallos,49.8,49.7,1,0,NaN
Pauromys,lillegraveni,43.8,43.7,1,0,NaN
Pauromys,schaubi,50.1,50.1,2,0,NaN
Pauromys,simplex,46.200,40.400,1,1,0.2191
Pauromys,sp.,53.7,33.900,9,0,NaN
Pauromys,texensis,43.4,43.3,4,0,NaN
Pediolophodon,sp.,11.8,11.8,1,0,NaN
Pediomeryx,hemphillensis,9.0,6.7,8,0,NaN
Pediomeryx,sp.,11.8,4.900,12,1,0.0106
Pelagiarctos,sp.,20.430,13.650,1,1,1.0000
Pelagiarctos,thomasi,15.970,13.650,2,2,1.0000
Pelocetus,calvertensis,15.970,11.608,4,4,0.4204
Pelodelphis,sp.,20.430,13.650,3,2,0.1443
Pelycodus,danielsae,52.3,52.3,2,0,NaN
Pelycodus,jarrovii,53.7,52.3,6,0,NaN
Pelycodus,sp.,55.800,50.300,1,0,NaN
Pelycomys,brulanus,33.4,33.4,2,0,NaN
Pelycomys,placidus,33.3,33.3,4,0,NaN
Pelycomys,rugosus,36.3,36.2,1,0,NaN
Pelycomys,sp.,33.6,33.6,2,1,0.0101
Penetrigonias,dakotensis,35.7,35.7,3,0,NaN
Penetrigonias,hudsoni,37.200,33.900,1,0,NaN
Penetrigonias,sagittatus,36.9,36.9,2,0,NaN
Penetrigonias,sp.,36.7,36.7,1,0,NaN
Pentacemylus,leotensis,43.0,41.1,2,1,0.0667
Pentacemylus,progressus,41.6,41.1,2,0,NaN
Pentacemylus,sp.,45.2,45.1,1,0,NaN
Pentacodon,inversus,63.300,61.700,4,1,0.0185
Pentacodon,occultus,63.300,61.700,2,0,NaN
Pentacodon,sp.,63.300,60.5,3,0,NaN
Pentacosmodon,pronus,57.7,57.7,3,0,NaN
Pentacosmodon,sp.,60.4,60.4,1,0,NaN
Peraceras,hessei,17.8,13.600,13,0,NaN
Peraceras,profectum,20.0,13.6,7,0,NaN
Peraceras,sp.,15.0,11.9,10,2,0.0157
Peraceras,superciliosum,13.8,12.2,17,1,0.0556
Peradectes,californicus,44.6,39.7,32,4,0.0128
Peradectes,chesteri,57.2,48.7,21,8,0.0577
Peradectes,elegans,60.4,55.7,13,2,0.0871
Peradectes,guottai,55.800,50.300,1,1,0.1111
Peradectes,minor,64.5,63.5,3,0,NaN
Peradectes,protinnominatus,59.4,54.6,18,1,0.1051
Peradectes,sp.,65.3,33.900,43,0,NaN
Peratherium,comstocki,54.9,40.400,9,1,0.0077
Peratherium,edwardi,52.5,52.5,1,0,NaN
Peratherium,macgrewi,55.800,50.300,1,0,NaN
Peratherium,marsupium,53.4,37.200,30,7,0.0254
Peratherium,sp.,54.4,43.5,2,0,NaN
Perchoerus,probus,34.2,33.1,3,0,NaN
Peridiomys,borealis,15.9,15.9,2,0,NaN
Peridiomys,halis,15.970,13.600,1,0,NaN
Peridiomys,oregonensis,15.6,13.8,4,0,NaN
Peridiomys,rusticus,18.1,13.8,4,0,NaN
Peripolocetus,vexillifer,15.970,13.650,1,0,NaN
Periptychus,carinidens,62.1,59.7,35,0,NaN
Periptychus,coarctatus,64.2,62.2,31,6,0.5210
Periptychus,sp.,65.3,59.1,7,1,0.1429
Perognathus,ancenensis,15.970,13.600,1,0,NaN
Perognathus,brevidens,13.8,13.8,6,0,NaN
Perognathus,carpenteri,3.4,3.4,1,0,NaN
Perognathus,coquorum,11.7,1.800,3,1,0.0022
Perognathus,dunklei,7.2,7.1,1,0,NaN
Perognathus,flavus,0.126,0.000,4,1,0.3352
Perognathus,furlongi,16.9,11.7,26,1,0.0361
Perognathus,gidleyi,3.5,1.3,6,0,NaN
Perognathus,henryredfieldi,6.9,6.8,1,0,NaN
Perognathus,maldei,3.9,3.7,4,0,NaN
Perognathus,mclaughlini,6.9,1.800,3,0,NaN
Perognathus,minutus,15.970,11.6,27,1,0.0120
Perognathus,pearlettensis,3.5,1.2,12,3,0.0747
Perognathus,rexroadensis,3.5,3.3,5,3,0.0303
Perognathus,saskatchewanensis,15.9,15.9,1,0,NaN
Perognathus,sp.,15.970,0.02516,15,1,0.0015
Perognathus,stevei,7.0,7.0,3,1,0.2222
Perognathus,strigipredus,4.7,4.7,1,0,NaN
Perognathus,trojectioansrum,15.9,11.9,13,2,0.0166
Peromyscus,antiquus,9.8,9.6,6,0,NaN
Peromyscus,baumgartneri,3.5,3.2,4,2,0.0206
Peromyscus,berendsensis,0.9,0.3,3,0,NaN
Peromyscus,boylii,0.03359,0.02516,4,1,0.0112
Peromyscus,brachygnathus,2.6,0.300,5,0,NaN
Peromyscus,cochrani,0.3,0.012,3,0,NaN
Peromyscus,complexus,3.2,2.8,2,2,0.0440
Peromyscus,cragini,2.2,0.012,9,0,NaN
Peromyscus,crinitus,1.800,,3,1,0.0500
Peromyscus,cumberlandensis,0.9,0.4,5,0,NaN
Peromyscus,dentalis,15.970,11.6,11,0,NaN
Peromyscus,difficilis,0.126,0.012,2,1,0.0015
Peromyscus,eremicus,0.126,0.000,4,1,0.0281
Peromyscus,gossypinus,0.126,0.012,9,0,NaN
Peromyscus,hagermanensis,4.0,1.5,18,7,0.0793
Peromyscus,irvingtonensis,1.2,1.1,1,0,NaN
Peromyscus,kansasensis,3.5,3.0,5,2,0.0195
Peromyscus,leucopus,0.9,0.000,15,2,0.0412
Peromyscus,maniculatus,0.3,0.000,17,4,0.0364
Peromyscus,maximus,3.2,2.8,2,2,0.0262
Peromyscus,minimus,3.3,2.6,5,0,NaN
Peromyscus,nosher,4.5,4.5,1,0,NaN
Peromyscus,pectoralis,0.126,0.000,2,1,0.0031
Peromyscus,polionotus,4.900,0.012,7,2,0.0028
Peromyscus,progressus,0.4,0.012,9,0,NaN
Peromyscus,sarmocophinus,4.900,1.5,2,1,0.0340
Peromyscus,sp.,15.970,0.000,132,6,0.0371
Peromyscus,truei,1.800,0.012,3,0,NaN
Petauristodon,alpinus,0.9,0.8,1,0,NaN
Petauristodon,jamesi,18.6,12.6,5,0,NaN
